Date,Open,High,Low,Close,Volume
2000-01-03,5.774271558965272,5.774271558965272,5.431307265506211,5.4780755043029785,353400
2000-01-04,5.481193809442117,5.481193809442117,5.312829494476318,5.312829494476318,187000
2000-01-05,5.4313073629329365,5.471839888030248,5.359597026339325,5.446897029876709,546800
2000-01-06,5.437540054321289,5.437540054321289,5.375182943606595,5.437540054321289,69000
2000-01-07,5.446896818045544,5.484311103820801,5.42195396086204,5.484311103820801,92400
2000-01-10,5.481194897836492,5.518609197480427,5.471841703523446,5.503020286560059,31000
2000-01-11,5.478074363992265,5.478074363992265,5.403245806450165,5.443777561187744,51400
2000-01-12,5.359598254782348,5.431308607812281,5.359598254782348,5.387658596038818,73400
2000-01-13,5.437543329791488,5.437543329791488,5.334654415731565,5.337771892547607,279200
2000-01-14,5.344006332295795,5.381420612335205,5.3190634789361875,5.381420612335205,91400
2000-01-18,5.375184677714515,5.443777521629665,5.359595775604248,5.359595775604248,92000
2000-01-19,5.344005722223327,5.397009660159292,5.344005722223327,5.362712860107422,52000
2000-01-20,5.372069686717623,5.418837175877006,5.359598254782348,5.387658596038818,225000
2000-01-21,5.49989873090667,5.568491572221833,5.462484453825673,5.562255859375,402200
2000-01-24,5.574729151075537,5.574729151075537,5.487429141998291,5.487429141998291,128600
2000-01-25,5.418834669296883,5.481191800128838,5.312827546882559,5.359595775604248,113800
2000-01-26,5.347126716568988,5.378305295787478,5.3190656146744555,5.334655284881592,62800
2000-01-27,5.350243057924159,5.375185916003059,5.300357341766357,5.300357341766357,37400
2000-01-28,5.294123440562698,5.312830590529351,5.234884512932905,5.272298812866211,56800
2000-01-31,5.24111860717309,5.5154900550842285,5.234882892447837,5.5154900550842285,829600
2000-02-01,5.506136039394995,5.506136039394995,5.450014607509883,5.474957466125488,46400
2000-02-02,5.487428793778397,5.4967827461837855,5.446897029876709,5.446897029876709,29000
2000-02-03,5.453129712597562,5.509251112240786,5.42506863217835,5.437540054321289,192200
2000-02-04,5.487429977553839,5.487429977553839,5.409483909606934,5.409483909606934,38600
2000-02-07,5.384538622353477,5.412598950601037,5.368948959063932,5.39389181137085,46000
2000-02-08,5.459369839002149,5.487430180920311,5.406365871429443,5.406365871429443,65200
2000-02-09,5.418837303658807,5.437544452002855,5.3814230069707145,5.406365871429443,32600
2000-02-10,5.344005725322245,5.397009663288947,5.3252985874273016,5.32841682434082,166400
2000-02-11,5.331536028093146,5.331536028093146,5.209939972962524,5.234882831573486,185000
2000-02-14,5.234882716575552,5.272297003670092,5.213057335172594,5.241118431091309,23200
