Date,Open,High,Low,Close,Volume
2000-01-03,6.7948473044002755,6.7948473044002755,6.561614559397978,6.6082611083984375,760600
2000-01-04,6.5460625369485905,6.5460625369485905,6.437220642034956,6.483867168426514,1444400
2000-01-05,6.49941687717616,6.654905319213867,6.468319188768619,6.654905319213867,675600
2000-01-06,6.654906797462695,6.9270116314711,6.654906797462695,6.911462783813477,266200
2000-01-07,6.888137440752257,7.0669491350381515,6.888137440752257,6.985318183898926,936000
2000-01-10,6.985316775948668,6.985316775948668,6.872587212542224,6.927008152008057,244200
2000-01-11,6.9270104666996435,6.9814314243504825,6.857040664005708,6.934784889221191,289600
2000-01-12,6.927011702511762,6.927011702511762,6.857041887334875,6.903688430786133,114600
2000-01-13,6.950334833077134,7.043627918084881,6.895913866822615,7.0241923332214355,298400
2000-01-14,6.989207816283263,6.989207816283263,6.888140295024439,6.981433391571045,71400
2000-01-18,6.934786069511187,7.105823394095544,6.934786069511187,7.066951274871826,221000
2000-01-19,7.043629169464111,7.1213734207826995,7.035854744332252,7.043629169464111,380600
2000-01-20,7.066952444859687,7.066952444859687,6.950336067881805,7.043629169464111,688600
2000-01-21,7.199115879169469,7.2729733740412525,7.1602437631912315,7.237987995147705,966600
2000-01-24,7.284635955347516,7.307959229484168,6.973658966858828,6.981433391571045,593000
2000-01-25,6.996978553278106,7.3312786397125045,6.919234347130572,6.965880870819092,115600
2000-01-26,6.919234339612411,7.035850648707003,6.857038974761963,6.857038974761963,93800
2000-01-27,6.880364947848849,6.934785913538049,6.6276966530907275,6.71710205078125,3377600
2000-01-28,6.7015529538764325,6.709327377256799,6.592711026551293,6.639357566833496,66200
2000-01-31,6.514966358036417,6.7948455810546875,6.499417512313179,6.7948455810546875,203200
2000-02-01,6.794843809320292,6.794843809320292,6.717099600975667,6.779294967651367,228400
2000-02-02,6.794844864989201,6.868702348904321,6.779296020904557,6.822055816650391,58800
2000-02-03,6.810395402479337,6.810395402479337,6.647132498995243,6.7404255867004395,193600
