Date,Open,High,Low,Close,Volume
2012-05-18,41.68394755021293,44.60826810447062,37.669204177108526,37.89720153808594,573576400
2012-05-21,36.21200602361167,36.34087543557379,32.71273579829521,33.733768463134766,168192700
2012-05-22,32.32612601702567,33.29759452686994,30.670663523793337,30.730140686035156,101786600
2012-05-23,31.096920616473653,32.21708297729492,31.087007440975867,31.721435546875,73600000
2012-05-24,32.6631681608809,32.92090317457285,31.493439860261315,32.742469787597656,50237200
2012-05-25,32.61360290482297,32.663166892282185,30.839184170758223,31.632219314575195,37149800
2012-05-29,31.205965431135038,31.41413835955223,28.400600721049905,28.588947296142578,78063400
2012-05-30,28.450163577831507,29.292762706291445,27.617475734234347,27.944602966308594,57267900
2012-05-31,28.30146642006899,29.411717452961017,26.596440006399085,29.342327117919922,111639200
2012-06-01,28.63850807742337,28.896244969506256,27.151565778230133,27.47869300842285,41855500
2012-06-04,26.963220196335822,27.409301736448366,26.209835896857147,26.665830612182617,35230300
2012-06-05,26.46757291832805,27.51834491670046,25.52584206637735,25.644798278808594,42473400
2012-06-06,25.84305641830239,26.933481130663242,25.2978450074944,26.576614379882812,61489200
2012-06-07,26.764960924725553,27.111914500046897,25.922359924872257,26.08096694946289,26159500
2012-06-08,26.318878549708657,27.518346348725334,26.20983739761256,26.864091873168945,38034000
2012-06-11,26.943393931183895,27.825645729733164,26.606353535857124,26.774873733520508,28219600
2012-06-12,27.240785379437735,27.52826182890342,26.725311540168637,27.161481857299805,15816800
2012-06-13,27.41922011456057,27.85539045296998,26.86409543251372,27.032615661621094,17102800
2012-06-14,27.4093054400125,28.073473143062493,27.141655345333003,28.04373550415039,16855000
2012-06-15,28.2618178710145,29.83797691579072,28.103210838020853,29.748760223388672,43563800
2012-06-18,29.699191739270383,31.800739468994816,29.153980347512388,31.13656997680664,42978900
2012-06-19,31.265441269589193,31.89986938464277,30.432753423208908,31.632219314575195,30849000
2012-06-20,31.642132807657397,31.652045983397677,30.878835292360403,31.324918746948242,15553600
2012-06-21,31.394307864429273,32.21708251139827,31.235700840248132,31.562828063964844,21875300
